Issuer Name,Ticker,Series,Cpn,Maturity,Maturity Type,90D Volatility,Yld to Mty (Mid),Rev Growth,Amount Issued,Amt Out,CDS Recovery Rate,CDS Spread (5yr Mid),Earnings Assets / Interest Bearing Liabililties,S&P Init Rtg Dt,S&P Init Rtg,S&P Outlook,S&P Rating
Deutsche Bank AG/London,DB,EMTn,0,1/12/2019,AT MATURITY,0.274559021,1.045187677,-4.903529627,34797940.9,34797940.9,0.4,135.4871,121.3998692,1/11/2010,A+,STABLE,BBB-
Goldman Sachs Group Inc/The,GS,NOTZ,4.35,5/15/2019,AT MATURITY,0.869432092,2.828834995,12.04391175,17994000,17994000,0.4,54.6934,94.06989897,4/24/2012,A-,STABLE,BBB+
Bank of America Corp,BAC,NOTZ,6.3,9/15/2018,AT MATURITY,1.42062974,5.645976371,7.04874976,9388000,9388000,0.2,#N/A N/A,131.712137,9/5/2008,AA-,STABLE,BBB+
BNP Paribas SA,BNP,EMTN,0.349,1/24/2019,AT MATURITY,0.892858505,-0.332422977,0.677117288,205245000,205245000,0.4,41.4199,165.3775959,1/21/2014,A+,POS,A
Westpac Banking Corp,WSTP,EMTN,0.75988,1/10/2019,AT MATURITY,0.122511595,0.955255685,-0.340163172,270340000,270340000,0.4,#N/A N/A,111.7792018,1/4/2018,AA-,NEG,AA-
Nomura America Finance LLC,NOMURA,MTN,4,10/25/2018,AT MATURITY,0.548365235,3.569723593,14.96004701,8000000,8000000,0.35,82.0507,97.36968767,10/21/2010,BBB+,#N/A N/A,A-
Hitachi Capital Corp,HITCAP,51,0.309,6/20/2019,AT MATURITY,0.087861449,0.095,4.722487277,195122000,195122000,0.35,#N/A N/A,57.33033075,5/27/2014,A-,NEG,A-
Bank of America Corp,BAC,MTN,5.4,2/15/2019,AT MATURITY,0.580876529,3.19418034,7.04874976,20301000,20301000,0.400000006,47.692,131.712137,6/9/2010,A,STABLE,A-
Goldman Sachs Group Inc/The,GS,NOTZ,4.15,5/15/2019,AT MATURITY,1.135746717,3.211396563,12.04391175,19236000,19236000,0.4,54.6934,94.06989897,5/1/2012,A-,STABLE,BBB+
Citigroup Inc,C,EMTN,3,3/21/2019,AT MATURITY,0.196123004,-0.403666433,6.772995412,328988000,132902927.3,0.4,49.6903,108.7645895,11/29/2011,A-,STABLE,BBB+
Westpac Banking Corp,WSTP,EMTn,0.69125,3/19/2019,AT MATURITY,0.619244695,1.104954376,-0.340163172,351175000,351175000,0.4,#N/A N/A,111.7792018,3/13/2018,AA-,NEG,AA-
Citigroup Inc,C,MTN,2.587,9/27/2018,AT MATURITY,1.108686805,7.617682832,6.772995412,10622000,10622000,0.4,49.6903,108.7645895,9/3/2013,A-,STABLE,BBB+
Deutsche Bank AG/London,DB,EMTn,0,7/15/2019,AT MATURITY,0.983920693,8.389866242,-4.903529627,113050420,113050420,0.4,135.4871,121.3998692,1/9/2013,A+,STABLE,BBB-
Bank of America Corp,BAC,#N/A Field Not Applicable,8.4,11/1/2019,PUTABLE,0.616602361,3.314083561,7.04874976,200000000,33015000,0.400000006,47.692,131.712137,2/1/1999,AA-,STABLE,A-
ADCB Finance Cayman Ltd,ADCBUH,GMTN,4.5,10/3/2019,AT MATURITY,1.179649115,3.775634239,10.42591712,28485750,28485750,0.25,#N/A N/A,179.6670863,10/10/2016,A,#N/A N/A,A
Bank of Ireland,BKIR,EMTN,0.479,1/18/2019,AT MATURITY,0.466865212,0.044691439,-9.234291529,10891500,10891500,0.4,#N/A N/A,154.3133273,1/18/2016,BBB-,POS,BBB
Commonwealth Bank of Australia,CBAAU,EMTN,0.61438,1/16/2019,AT MATURITY,0.21302788,0.875822323,0.852541838,344300000,344300000,0.4,#N/A N/A,113.8396329,1/10/2018,AA-,NEG,AA-
Raiffeisen Bank International AG,RBIAV,EMtn,0.577,9/26/2018,AT MATURITY,0.139699727,-0.109487211,14.0156457,66016720,66016720,0.4,#N/A N/A,166.2513703,9/24/2013,A,POS,BBB+
Morgan Stanley,MS,MTN,4,2/15/2019,AT MATURITY,3.581481695,2.919158698,15.00171283,8000000,8000000,0.4,52.6797,114.2785657,1/26/2012,A-,STABLE,BBB+
Morgan Stanley,MS,NOTZ,3.25,10/4/2019,AT MATURITY,0.57446295,3.182071743,15.00171283,6104000,6104000,0.4,52.6797,114.2785657,9/25/2012,A-,STABLE,BBB+
Banco Santander SA,SANTAN,EMTN,2.25,11/30/2018,AT MATURITY,0.959564209,3.643885653,2.40844333,8905500,8905500,0.4,58.8103,129.7739331,11/20/2015,A-,STABLE,A
National Australia Bank Ltd,NAB,GMTN,0.59825,1/11/2019,AT MATURITY,0.350221545,0.910160659,-1.75497395,338625000,338625000,0.4,#N/A N/A,117.5859526,1/9/2018,AA-,NEG,AA-
QNB Finance Ltd,QNBK,EMTN,2.65,5/9/2019,AT MATURITY,1.287590981,2.366750302,11.58937307,22155320,22155320,0.25,#N/A N/A,124.6223409,5/4/2016,A+,#N/A N/A,A
Commonwealth Bank of Australia,CBAAU,EMTN,3.75,4/30/2019,AT MATURITY,0.345929652,2.715313051,0.852541838,79318350,79318350,0.4,#N/A N/A,113.8396329,4/17/2014,AA-,NEG,AA-
Bank of America Corp,BAC,NOTZ,4.3,11/15/2019,AT MATURITY,1.758059263,3.248524838,7.04874976,10363000,10363000,0.400000006,47.692,131.712137,11/9/2010,A,STABLE,A-
Commonwealth Bank of Australia,CBAAU,EMTN,2.8605,10/9/2018,AT MATURITY,0.125670359,2.636369706,0.852541838,9423000,9423000,0.4,#N/A N/A,113.8396329,10/4/2013,AA-,NEG,AA-
Bank of America Corp,BAC,NOT1,6.35,9/15/2018,AT MATURITY,0.590182722,3.221589188,7.04874976,12282000,12282000,0.2,#N/A N/A,131.712137,9/10/2008,AA-,STABLE,BBB+
Goldman Sachs Group Inc/The,GS,MTN,3.15631,9/12/2019,AT MATURITY,0.440758556,2.612499716,12.04391175,500000000,500000000,0.4,54.6934,94.06989897,4/30/2015,A-,STABLE,BBB+
National Australia Bank Ltd,NAB,144A,2.756,4/17/2019,AT MATURITY,0.086694352,2.518718011,-1.75497395,250000000,250000000,0.4,#N/A N/A,117.5859526,2/15/2017,AA-,NEG,AA-
JPMorgan Chase & Co,JPM,MTN,3.07469,12/20/2019,CALLABLE,2.099412203,2.548602769,7.975465939,500000000,500000000,0.4,40.0821,134.8625608,5/26/2015,A,STABLE,A-
Industrial Bank of Korea,INDKOR,GMTN,2.5,1/15/2020,AT MATURITY,0.15007022,0.456369286,6.904453652,55066000,55066000,0.4,#N/A N/A,134.8978974,1/5/2010,A,STABLE,AA-
Bank of America Corp,BAC,NOTZ,5,12/15/2019,AT MATURITY,0.962925673,3.116328338,7.04874976,23188000,23188000,0.400000006,47.692,131.712137,12/2/2010,A,STABLE,A-
Societe Generale SA,SOCGEN,EMTN,3.23469,12/20/2019,AT MATURITY,0.417764634,2.595399921,-6.85524278,1000000000,1000000000,0.4,42.4156,137.085116,8/20/2015,A,STABLE,A
Goldman Sachs Group Inc/The,GS,NOTZ,5.5,6/15/2019,AT MATURITY,2.326355934,2.832385052,12.04391175,10203000,10203000,0.4,54.6934,94.06989897,6/15/2010,A,STABLE,BBB+
Westpac Banking Corp,WSTP,144A,2.26163,9/28/2018,AT MATURITY,0.081779458,2.559285742,-0.340163172,125000000,125000000,0.4,#N/A N/A,111.7792018,9/27/2017,AA-,NEG,AA-
Westpac Banking Corp,WSTP,EMTN,2.51469,3/20/2019,AT MATURITY,0.101168863,2.485120433,-0.340163172,150000000,150000000,0.4,#N/A N/A,111.7792018,3/16/2018,AA-,NEG,AA-
Swedbank AB,SWEDA,EMTN,0.93088,4/12/2019,AT MATURITY,0.16176036,1.003110396,5.514713014,62455000,62455000,0.400000006,#N/A N/A,170.0941801,5/10/2017,AA-,STABLE,AA-
Goldman Sachs Group Inc/The,GS,NOTZ,6.5,6/15/2019,AT MATURITY,1.681263924,3.009262266,12.04391175,16977000,16977000,0.4,54.6934,94.06989897,6/2/2009,A,STABLE,BBB+
Morgan Stanley,MS,MTN,5.33531,1/25/2019,AT MATURITY,0.807109475,4.015035996,15.00171283,20000000,20000000,0.4,52.6797,114.2785657,1/10/2012,A-,STABLE,BBB+
Westpac Banking Corp,WSTP,EMTN,1.86,2/26/2019,AT MATURITY,0.151417598,3.053449405,-0.340163172,43000000,43000000,0.4,#N/A N/A,111.7792018,2/12/2014,AA-,NEG,AA-
National Australia Bank Ltd,NAB,GMTN,0.68863,3/20/2019,AT MATURITY,0.139148772,0.963474848,-1.75497395,350200000,350200000,0.4,#N/A N/A,117.5859526,3/16/2018,AA-,NEG,AA-
BNP Paribas SA,BNP,EMTn,0.379,3/11/2019,AT MATURITY,0.14553535,-0.229719189,0.677117288,346610000,346610000,0.4,41.4199,165.3775959,3/6/2014,A+,POS,A
Morgan Stanley,MS,NOTZ,3,11/16/2019,AT MATURITY,0.66534704,3.986876865,15.00171283,5770000,5770000,0.4,52.6797,114.2785657,11/5/2012,A-,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,EMTN,4.05,11/30/2018,AT MATURITY,0.555487871,3.576945938,0.852541838,31262800,31262800,0.4,#N/A N/A,113.8396329,11/26/2015,AA-,NEG,AA-
JPMorgan Chase & Co,JPM,MTN,3.93563,3/28/2019,AT MATURITY,0.544508636,2.867216824,7.975465939,5000000,5000000,0.4,40.0821,134.8625608,3/18/2012,A,STABLE,A-
Goldman Sachs Group Inc/The,GS,NOTZ,4.25,8/15/2019,AT MATURITY,0.874477744,2.93228645,12.04391175,15102000,15102000,0.4,54.6932,94.06989897,7/26/2011,A,STABLE,BBB+
Australia & New Zealand Banking Group Ltd,ANZ,EMTN,4.4,12/24/2018,AT MATURITY,0.441990107,3.581312461,0.113869911,40140880,40140880,0.4,#N/A N/A,111.0764231,12/22/2015,AA-,NEG,AA-
Wells Fargo & Co,WFC,MTN,1.56,8/30/2019,AT MATURITY,0.453245699,3.188431088,3.785465511,3500000,3500000,0.4,47.0665,136.2449198,8/29/2017,A,STABLE,A-
Morgan Stanley,MS,NOTZ,3,9/27/2018,AT MATURITY,0.855285764,2.84294228,15.00171283,10855000,10855000,0.4,52.6797,114.2785657,9/17/2012,A-,STABLE,BBB+
Goldman Sachs Group Inc/The,GS,NOTZ,2.25,12/15/2018,AT MATURITY,0.502362132,3.081943775,12.04391175,5514000,5514000,0.4,54.6934,94.06989897,12/10/2012,A-,STABLE,BBB+
Intesa Sanpaolo Bank Ireland PLC,ISPIM,EMTn,0.149,4/3/2019,AT MATURITY,1.04491365,0.054847665,25.43491837,311304120,311304120,0.4,144.5251,247.6859916,3/30/2017,BBB-,#N/A N/A,BBB
Goldman Sachs Group Inc/The,GS,NOTZ,5.5,5/15/2019,AT MATURITY,1.253451824,3.008016519,12.04391175,8123000,8123000,0.4,54.6934,94.06989897,5/11/2010,A,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,EMTN,1.41,5/29/2019,AT MATURITY,0.512360096,3.347697653,0.852541838,52700000,52700000,0.4,#N/A N/A,113.8396329,5/14/2013,AA-,NEG,AA-
Morgan Stanley,MS,MTN,2.25,4/11/2019,AT MATURITY,1.546061993,3.022871204,15.00171283,2475000,2475000,0.4,52.6797,114.2785657,4/2/2013,A-,STABLE,BBB+
Goldman Sachs Group Inc/The,GS,NOTZ,4.5,12/15/2018,AT MATURITY,0.512227774,2.527665708,12.04391175,5380000,5380000,0.4,54.6934,94.06989897,12/6/2011,A-,STABLE,BBB+
Bank of America Corp,BAC,NOT1,5.25,12/15/2019,AT MATURITY,3.258038998,3.825120296,7.04874976,20961000,20961000,0.400000006,47.692,131.712137,12/15/2010,A,STABLE,A-
Goldman Sachs Group Inc/The,GS,NOTZ,6.75,5/15/2019,AT MATURITY,1.618575454,2.989575556,12.04391175,28076000,28076000,0.4,54.6934,94.06989897,5/5/2009,A,STABLE,BBB+
Banco Bilbao Vizcaya Argentaria SA,BBVASM,EMTN,5.25,7/29/2019,AT MATURITY,0.22903657,-0.116348253,4.469372768,23632500,23632500,0.4,77.7674,162.364799,11/21/2012,A-,STABLE,AA-
Goldman Sachs Group Inc/The,GS,NOTZ,5.5,12/15/2019,AT MATURITY,1.017601848,3.210636673,12.04391175,11250000,11250000,0.4,54.6934,94.06989897,11/21/2011,A,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,EMTN,2.96813,11/30/2018,AT MATURITY,0.084258117,2.672268852,0.852541838,21000000,21000000,0.4,#N/A N/A,113.8396329,11/26/2015,AA-,NEG,AA-
Goldman Sachs Group Inc/The,GS,NOTZ,4.65,2/15/2019,AT MATURITY,0.606769085,2.849077331,12.04391175,25282000,25282000,0.4,54.6934,94.06989897,1/23/2012,A-,STABLE,BBB+
JPMorgan Chase & Co,JPM,EMTN,4.22,9/19/2018,AT MATURITY,0.610616922,1.809568093,7.975465939,55257150,55257150,0.4,40.0821,134.8625608,9/23/2008,AA-,STABLE,A-
Australia & New Zealand Banking Group Ltd,ANZ,REGS,2.57594,12/19/2019,AT MATURITY,0.140307337,2.560714204,0.113869911,250000000,250000000,0.4,#N/A N/A,111.0764231,12/19/2017,AA-,NEG,AA-
Societe Generale SA,SOCGEN,EMTN,5.335,3/29/2019,AT MATURITY,0.367587388,0.52558702,-6.85524278,52914800,52914800,0.4,42.4156,137.085116,9/7/2009,A+,STABLE,A
Goldman Sachs Group Inc/The,GS,NOTZ,2.35,12/15/2018,AT MATURITY,1.271773696,2.923597687,12.04391175,10283000,10283000,0.4,54.6934,94.06989897,11/26/2012,A-,STABLE,BBB+
Australia & New Zealand Banking Group Ltd,ANZ,EmTN,3.76,3/28/2019,AT MATURITY,0.355771452,2.726496033,0.113869911,45690060,45690060,0.4,#N/A N/A,111.0764231,3/19/2014,AA-,NEG,AA-
Intesa Sanpaolo SpA,ISPIM,EMTN,4.54,11/27/2019,AT MATURITY,1.248380542,0.84091013,25.43491837,179527200,179527200,0.4,144.5251,247.6859916,12/3/2009,AA-,STABLE,BBB
Goldman Sachs Group Inc/The,GS,NOTZ,4.35,11/15/2018,AT MATURITY,0.668025732,3.160383067,12.04391175,9010000,9010000,0.4,54.6934,94.06989897,11/8/2011,A,STABLE,BBB+
Bank of America Corp,BAC,NOTZ,5.5,3/15/2019,AT MATURITY,0.610534132,2.623518913,7.04874976,21100000,21100000,0.400000006,47.692,131.712137,3/5/2010,A,STABLE,A-
National Australia Bank Ltd,NAB,gMTn,0.57825,1/11/2019,AT MATURITY,0.432141036,0.750286914,-1.75497395,270900000,270900000,0.4,#N/A N/A,117.5859526,1/9/2018,AA-,NEG,AA-
Westpac Banking Corp,WSTP,EMTn,4.23,9/25/2018,AT MATURITY,0.269625723,2.989132902,-0.340163172,74359610,74359610,0.4,#N/A N/A,111.7792018,9/5/2013,AA-,NEG,AA-
QNB Finance Ltd,QNBK,EMTN,2.15,11/11/2018,AT MATURITY,0.207743093,2.955477705,11.58937307,100000000,100000000,0.25,#N/A N/A,124.6223409,5/22/2017,A+,#N/A N/A,A
National Australia Bank Ltd,NAB,GMTN,2.53188,3/22/2019,AT MATURITY,0.140126482,2.453654667,-1.75497395,162000000,162000000,0.4,#N/A N/A,117.5859526,3/20/2018,AA-,NEG,AA-
Banco Santander SA,SANTAN,EMTN,2.25,12/29/2018,AT MATURITY,1.015924573,3.658673798,2.40844333,11352000,11352000,0.4,58.8103,129.7739331,12/16/2015,A-,STABLE,A
Morgan Stanley,MS,GMTN,3.155,11/12/2019,AT MATURITY,0.429513991,2.573904335,15.00171283,1000000000,1000000000,0.4,52.6797,114.2785657,4/30/2015,A-,STABLE,BBB+
Morgan Stanley,MS,MTN1,5.33688,10/27/2018,AT MATURITY,0.936772287,2.624479297,15.00171283,35000000,35000000,0.4,52.6796,114.2785657,11/29/2011,A-,STABLE,BBB+
Bank of America Corp,BAC,NOTZ,4.5,11/15/2019,AT MATURITY,1.135329247,3.46382735,7.04874976,14821000,14821000,0.400000006,47.692,131.712137,10/28/2010,A,STABLE,A-
Svenska Handelsbanken/New York NY,SHBASS,YCD,2.98313,1/11/2019,AT MATURITY,0.171879575,2.501221817,2.644889551,325000000,325000000,0.4,#N/A N/A,148.4241427,2/2/2016,AA-,#N/A N/A,AA-
Hitachi Capital Corp,HITCAP,48,0.442,9/20/2018,AT MATURITY,0.116821274,0.061,4.722487277,151012500,151012500,0.35,#N/A N/A,57.33033075,9/6/2013,A-,NEG,A-
Commonwealth Bank of Australia,CBAAU,EMTN,4.35,4/13/2019,AT MATURITY,1.405779719,3.589937727,0.852541838,35957958,35957958,0.4,#N/A N/A,113.8396329,4/25/2016,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,1.88,4/29/2019,AT MATURITY,0.369722426,2.204434104,0.852541838,38675100,38675100,0.4,#N/A N/A,113.8396329,5/10/2016,AA-,NEG,AA-
ADCB Finance Cayman Ltd,ADCBUH,GMTN,0.137,9/26/2019,AT MATURITY,0.116969645,0.103138869,10.42591712,45011600,45011600,0.25,#N/A N/A,179.6670863,9/27/2016,A,#N/A N/A,A
Westpac Banking Corp,WSTP,EMTN,4.37,3/1/2019,AT MATURITY,0.254255474,3.737810406,-0.340163172,31467800,31467800,0.4,#N/A N/A,111.7792018,2/26/2018,AA-,NEG,AA-
Westpac Banking Corp,WSTP,144A,1.864,11/21/2019,AT MATURITY,0.921446621,3.04070819,-0.340163172,350000000,350000000,0.4,#N/A N/A,111.7792018,11/15/2016,AA-,NEG,AA-
Westpac Banking Corp,WSTP,EMTN,5.4,2/15/2019,AT MATURITY,0.233906507,3.386181887,-0.340163172,19952400,19952400,0.4,#N/A N/A,111.7792018,2/12/2016,AA-,NEG,AA-
Deutsche Bank AG/London,DB,NOTZ,2.3,4/15/2019,AT MATURITY,0.815203428,5.623184471,-4.903529627,5019000,5019000,0.4,135.4871,121.3998692,4/26/2016,BBB+,STABLE,BBB-
Commonwealth Bank of Australia,CBAAU,EMTN,4.5,1/12/2019,AT MATURITY,0.63519448,3.738755517,0.852541838,31970820,31970820,0.4,#N/A N/A,113.8396329,1/10/2016,AA-,NEG,AA-
Westpac Banking Corp,WSTP,EMTn,3.22469,12/20/2019,AT MATURITY,0.181368604,2.589444262,-0.340163172,500000000,500000000,0.4,#N/A N/A,111.7792018,10/28/2015,AA-,NEG,AA-
Morgan Stanley,MS,F,2.45,10/3/2018,AT MATURITY,0.207179382,2.881642228,15.00171283,2357000,2357000,0.4,52.6797,114.2785657,9/23/2013,A-,STABLE,BBB+
Societe Generale SA,SOCGEN,EMTN,0.68,9/3/2019,AT MATURITY,0.406174928,-0.02903958,-6.85524278,55585000,55585000,0.4,42.4156,137.085116,8/31/2015,A,STABLE,A
Westpac Banking Corp,WSTP,144A,2.54813,4/26/2019,AT MATURITY,0.225850567,2.524808848,-0.340163172,207000000,207000000,0.4,#N/A N/A,111.7792018,5/24/2017,AA-,NEG,AA-
QNB Finance Ltd,QNBK,EMTN,2.39,4/29/2019,AT MATURITY,0.390737236,3.194017278,11.58937307,42000000,42000000,0.25,#N/A N/A,124.6223409,4/26/2016,A+,#N/A N/A,A
Australia & New Zealand Banking Group Ltd,ANZ,EMTN,4.96,1/22/2019,AT MATURITY,0.584156394,3.312068582,0.113869911,9877985,9877985,0.4,#N/A N/A,111.0764231,1/18/2016,AA-,NEG,AA-
Goldman Sachs Group Inc/The,GS,NOTZ,3,9/15/2018,AT MATURITY,0.490310192,3.300281637,12.04391175,8414000,8414000,0.4,54.6934,94.06989897,9/4/2012,A-,STABLE,BBB+
BNP Paribas SA,BNP,5,0.733,9/13/2018,AT MATURITY,0.61917901,0.027,0.677117288,223498500,223498500,0.4,41.4199,165.3775959,9/5/2013,A+,POS,A
Intesa Sanpaolo Bank Ireland PLC,ISPIM,EMTN,0.249,1/23/2019,AT MATURITY,0.675533414,0.06438342,25.43491837,684382600,684382600,0.4,144.5251,247.6859916,1/19/2017,BBB-,#N/A N/A,BBB
Commonwealth Bank of Australia,CBAAU,EMTN,3.59,10/22/2019,AT MATURITY,0.281486303,2.514431116,0.852541838,13188960,13188960,0.4,#N/A N/A,113.8396329,4/13/2015,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,4.76,4/30/2019,AT MATURITY,0.193520024,2.767091532,0.852541838,22628520,22628520,0.4,#N/A N/A,113.8396329,4/17/2014,AA-,NEG,AA-
Intesa Sanpaolo Bank Ireland PLC,ISPIM,eMtN,0.049,6/1/2019,AT MATURITY,0.510402799,0.397679195,25.43491837,307143040,307143040,0.4,144.5251,247.6859916,5/30/2017,BBB-,#N/A N/A,BBB
Bank of America Corp,BAC,NOTZ,6.35,9/15/2018,AT MATURITY,0.712528527,4.248165402,7.04874976,9563000,9563000,0.2,#N/A N/A,131.712137,9/3/2008,AA-,STABLE,BBB+
Societe Generale SA,SOCGEN,2,0.23483,6/13/2019,AT MATURITY,0.844937086,0.29265,-6.85524278,64693200,64693200,0.4,42.4156,137.085116,6/5/2014,A,STABLE,A
Westpac Banking Corp,WSTP,EMTn,2.96125,2/20/2019,AT MATURITY,0.098538339,2.72159983,-0.340163172,5000000,5000000,0.4,#N/A N/A,111.7792018,2/18/2014,AA-,NEG,AA-
National Australia Bank Ltd,NAB,144A,2.57531,7/25/2019,AT MATURITY,0.195462137,2.536480144,-1.75497395,250000000,250000000,0.4,#N/A N/A,117.5859526,7/28/2017,AA-,NEG,AA-
Goldman Sachs Group Inc/The,GS,NOTZ,5,10/15/2019,AT MATURITY,0.628835917,2.712419503,12.04391175,13123000,13123000,0.4,54.6934,94.06989897,2/18/2010,A,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,EMTN,4.55,11/5/2018,AT MATURITY,0.142770708,2.621567653,0.852541838,6638800,6638800,0.4,#N/A N/A,113.8396329,11/1/2013,AA-,NEG,AA-
Australia & New Zealand Banking Group Ltd,ANZ,EMTN,1.81,9/27/2018,AT MATURITY,0.327777475,2.210699187,0.113869911,35800000,35800000,0.4,#N/A N/A,111.0764231,8/23/2013,AA-,NEG,AA-
Westpac Banking Corp,WSTP,EMTN,4.75,3/22/2019,AT MATURITY,1.183757901,3.591348379,-0.340163172,20038850,20038850,0.4,#N/A N/A,111.7792018,3/18/2016,AA-,NEG,AA-
Westpac Banking Corp,WSTP,REGS,2.54813,4/26/2019,AT MATURITY,0.212284893,2.524808848,-0.340163172,207000000,207000000,0.4,#N/A N/A,111.7792018,5/24/2017,AA-,NEG,AA-
Standard Chartered Bank,STANLN,#N/A Field Not Applicable,4.52,4/15/2019,AT MATURITY,0.827335656,4.015513273,7.065327653,66665808,66665808,0.4,45.0588,221.4619372,4/18/2016,A,STABLE,A
Goldman Sachs Group Inc/The,GS,MTN,4.25,6/15/2019,AT MATURITY,0.928161561,3.05056111,12.04391175,10315000,10315000,0.4,54.6934,94.06989897,6/12/2012,A-,STABLE,BBB+
Westpac Banking Corp,WSTP,REGS,1.864,11/21/2019,AT MATURITY,0.873895168,3.055478921,-0.340163172,350000000,350000000,0.4,#N/A N/A,111.7792018,11/15/2016,AA-,NEG,AA-
Swedbank AB,SWEDA,GMTN,0.179,12/6/2018,AT MATURITY,0.42845434,-0.325198972,5.514713014,13696200,13696200,0.400000006,#N/A N/A,170.0941801,12/22/2015,AA-,STABLE,AA-
ICICI Bank Ltd/Dubai,ICICI,GMTN,3.48919,10/14/2019,AT MATURITY,0.336907625,3.161896935,-1.628353359,15000000,15000000,0.4,#N/A N/A,138.583986,10/13/2016,BBB-,#N/A N/A,BBB-
Bank of America Corp,BAC,MTNk,5.45,1/5/2020,AT MATURITY,1.4630723,3.193742615,7.04874976,82000000,82000000,0.400000006,47.692,131.712137,8/31/2004,A+,STABLE,A-
Westpac Banking Corp,WSTP,EMTN,1.85,2/20/2019,AT MATURITY,0.160627872,3.358733114,-0.340163172,51600000,51600000,0.4,#N/A N/A,111.7792018,2/14/2014,AA-,NEG,AA-
Societe Generale SA,SOCGEN,EMTN,5.015,6/30/2019,AT MATURITY,0.238812089,0.24768566,-6.85524278,42149400,42149400,0.4,42.4156,137.085116,12/14/2009,A+,STABLE,A
National Australia Bank Ltd,NAB,GMTN,4.65,3/8/2019,AT MATURITY,1.219992042,4.007822734,-1.75497395,19996340,19996340,0.4,#N/A N/A,117.5859526,3/6/2016,AA-,NEG,AA-
Westpac Banking Corp,WSTP,EMTN,4.935,3/18/2019,AT MATURITY,0.262036324,3.461121223,-0.340163172,22869108,22869108,0.4,#N/A N/A,111.7792018,3/17/2016,AA-,NEG,AA-
Intesa Sanpaolo SpA,ISPIM,EMTN,1.12,10/20/2019,AT MATURITY,1.126109123,1.110791491,25.43491837,63977000,63977000,0.4,144.5251,247.6859916,10/16/2014,BBB,STABLE,BBB
Westpac Banking Corp,WSTP,EMTN,4.2,12/16/2018,AT MATURITY,0.188397363,3.343737398,-0.340163172,20084350,20084350,0.4,#N/A N/A,111.7792018,12/21/2015,AA-,NEG,AA-
Wells Fargo & Co,WFC,#N/A Field Not Applicable,2.76381,3/6/2019,AT MATURITY,0.563991904,2.839636484,3.785465511,18100000,18100000,0.4,47.0665,136.2449198,2/24/2014,A+,STABLE,A-
Bankinter SA,BKTSM,#N/A Field Not Applicable,3.672,11/6/2019,AT MATURITY,0.272545904,-0.305962889,9.472622203,1601850000,1601850000,0.4,#N/A N/A,219.7620365,10/13/2015,A+,STABLE,AA-
Nomura Holdings Inc,NOMURA,18,2.1,11/27/2019,AT MATURITY,0.11151249,0.096,14.96004701,288077500,241985100,0.35,82.0507,97.36968767,11/26/2009,BBB+,NEG,A-
National Australia Bank Ltd,NAB,GMTN,4.25,12/8/2018,AT MATURITY,0.500044763,3.584691561,-1.75497395,31186200,31186200,0.4,#N/A N/A,117.5859526,12/7/2015,AA-,NEG,AA-
Citigroup Inc,C,EMTN,5,12/11/2019,AT MATURITY,0.427517563,0.387978599,6.772995412,139640500,139640500,0.4,49.6903,108.7645895,11/29/2011,A-,STABLE,BBB+
Mediobanca Banca di Credito Finanziario SpA,BACRED,EMTN,0.179,6/1/2019,PUTABLE,1.299494743,0.443284509,-24.41799185,112096000,112096000,0.4,154.9286,95.38930845,5/25/2017,BBB-,STABLE,BBB
Goldman Sachs Group Inc/The,GS,NOTZ,5.65,7/15/2019,AT MATURITY,0.940041125,3.026277147,12.04391175,10014000,10014000,0.4,54.6934,94.06989897,7/24/2009,A,STABLE,BBB+
Wells Fargo & Co,WFC,EMTN,2.98263,9/13/2018,AT MATURITY,0.065778926,2.781498567,3.785465511,300000000,300000000,0.4,47.0665,136.2449198,9/12/2013,A+,STABLE,A-
Banco Santander SA,SANTAN,eMTN,2,9/29/2018,AT MATURITY,0.656392872,3.667367489,2.40844333,3181500,3181500,0.4,58.8103,129.7739331,10/6/2015,A-,STABLE,A
Australia & New Zealand Banking Group Ltd,ANZ,EMTN,2.04,10/25/2019,AT MATURITY,0.595728278,2.43472249,0.113869911,135128072,135128072,0.4,#N/A N/A,111.0764231,10/29/2014,AA-,NEG,AA-
Citigroup Inc,C,#N/A Field Not Applicable,3.09469,12/20/2019,AT MATURITY,0.436110884,2.598953901,6.772995412,500000000,500000000,0.4,49.6903,108.7645895,6/11/2015,A-,STABLE,BBB+
Bank of America Corp,BAC,EMTN,5.72,1/8/2019,AT MATURITY,0.211871818,0.02807511,7.04874976,7968875,7968875,0.400000006,47.692,131.712137,2/1/2002,AA-,STABLE,A-
Goldman Sachs Group Inc/The,GS,NOTZ,5,3/15/2019,AT MATURITY,1.70722115,2.779957758,12.04391175,9365000,9365000,0.4,54.6934,94.06989897,3/2/2010,A,STABLE,BBB+
Westpac Banking Corp,WSTP,EMTN,5.02,3/18/2019,AT MATURITY,0.257321835,3.456776798,-0.340163172,20242251,20242251,0.4,#N/A N/A,111.7792018,3/15/2016,AA-,NEG,AA-
